"Date","Price","Open","High","Low","Change %"
"Dec 30, 1982","1.6165","1.6165","1.6165","1.6165","-0.65%"
"Dec 29, 1982","1.6270","1.6270","1.6270","1.6270","0.49%"
"Dec 28, 1982","1.6190","1.6190","1.6190","1.6190","0.87%"
"Dec 27, 1982","1.6050","1.6050","1.6050","1.6050","0.31%"
"Dec 24, 1982","1.6000","1.6000","1.6000","1.6000","0.31%"
"Dec 23, 1982","1.5950","1.5950","1.5950","1.5950","-0.75%"
"Dec 22, 1982","1.6070","1.6070","1.6070","1.6070","0.16%"
"Dec 21, 1982","1.6045","1.6045","1.6045","1.6045","-0.37%"
"Dec 20, 1982","1.6105","1.6105","1.6105","1.6105","0.66%"
"Dec 17, 1982","1.6000","1.6000","1.6000","1.6000","-1.23%"
"Dec 16, 1982","1.6200","1.6200","1.6200","1.6200","0.37%"
"Dec 15, 1982","1.6140","1.6140","1.6140","1.6140","-0.15%"
"Dec 14, 1982","1.6165","1.6165","1.6165","1.6165","0.59%"
"Dec 13, 1982","1.6070","1.6070","1.6070","1.6070","-0.19%"
"Dec 10, 1982","1.6100","1.6100","1.6100","1.6100","-0.12%"
"Dec 09, 1982","1.6120","1.6120","1.6120","1.6120","-0.92%"
"Dec 08, 1982","1.6270","1.6270","1.6270","1.6270","-0.31%"
"Dec 07, 1982","1.6320","1.6320","1.6320","1.6320","0.74%"
"Dec 06, 1982","1.6200","1.6200","1.6200","1.6200","-1.28%"
"Dec 03, 1982","1.6410","1.6410","1.6410","1.6410","0.27%"
"Dec 02, 1982","1.6365","1.6365","1.6365","1.6365","0.49%"
"Dec 01, 1982","1.6285","1.6285","1.6285","1.6285","-0.21%"
"Nov 30, 1982","1.6320","1.6320","1.6320","1.6320","1.61%"
"Nov 29, 1982","1.6062","1.6062","1.6062","1.6062","0.86%"
"Nov 26, 1982","1.5925","1.5925","1.5925","1.5925","-0.19%"
"Nov 24, 1982","1.5955","1.5955","1.5955","1.5955","-0.11%"
"Nov 23, 1982","1.5972","1.5972","1.5972","1.5972","0.20%"
"Nov 22, 1982","1.5940","1.5940","1.5940","1.5940","-1.57%"
"Nov 19, 1982","1.6195","1.6195","1.6195","1.6195","1.03%"
"Nov 18, 1982","1.6030","1.6030","1.6030","1.6030","0.09%"
"Nov 17, 1982","1.6015","1.6015","1.6015","1.6015","-1.17%"
"Nov 16, 1982","1.6205","1.6205","1.6205","1.6205","-0.67%"
"Nov 15, 1982","1.6315","1.6315","1.6315","1.6315","-1.23%"
"Nov 12, 1982","1.6518","1.6518","1.6518","1.6518","-0.64%"
"Nov 10, 1982","1.6625","1.6625","1.6625","1.6625","0.13%"
"Nov 09, 1982","1.6603","1.6603","1.6603","1.6603","0.59%"
"Nov 08, 1982","1.6505","1.6505","1.6505","1.6505","-0.72%"
"Nov 05, 1982","1.6625","1.6625","1.6625","1.6625","-0.24%"
"Nov 04, 1982","1.6665","1.6665","1.6665","1.6665","-0.77%"
"Nov 03, 1982","1.6795","1.6795","1.6795","1.6795","-0.18%"
"Nov 01, 1982","1.6825","1.6825","1.6825","1.6825","0.33%"
"Oct 29, 1982","1.6770","1.6770","1.6770","1.6770","-0.06%"
"Oct 28, 1982","1.6780","1.6780","1.6780","1.6780","-0.40%"
"Oct 27, 1982","1.6848","1.6848","1.6848","1.6848","-0.07%"
"Oct 26, 1982","1.6860","1.6860","1.6860","1.6860","0.33%"
"Oct 25, 1982","1.6805","1.6805","1.6805","1.6805","-1.03%"
"Oct 22, 1982","1.6980","1.6980","1.6980","1.6980","0.14%"
"Oct 21, 1982","1.6957","1.6957","1.6957","1.6957","-0.09%"
"Oct 20, 1982","1.6973","1.6973","1.6973","1.6973","-0.57%"
"Oct 19, 1982","1.7070","1.7070","1.7070","1.7070","-0.06%"
"Oct 18, 1982","1.7080","1.7080","1.7080","1.7080","0.23%"
"Oct 15, 1982","1.7040","1.7040","1.7040","1.7040","-0.12%"
"Oct 14, 1982","1.7060","1.7060","1.7060","1.7060","-0.15%"
"Oct 13, 1982","1.7085","1.7085","1.7085","1.7085","-0.90%"
"Oct 12, 1982","1.7240","1.7240","1.7240","1.7240","1.14%"
"Oct 08, 1982","1.7045","1.7045","1.7045","1.7045","0.06%"
"Oct 07, 1982","1.7035","1.7035","1.7035","1.7035","0.65%"
"Oct 06, 1982","1.6925","1.6925","1.6925","1.6925","0.36%"
"Oct 05, 1982","1.6865","1.6865","1.6865","1.6865","0.19%"
"Oct 04, 1982","1.6833","1.6833","1.6833","1.6833","-0.87%"
"Oct 01, 1982","1.6980","1.6980","1.6980","1.6980","0.21%"
"Sep 30, 1982","1.6945","1.6945","1.6945","1.6945","-0.06%"
"Sep 29, 1982","1.6955","1.6955","1.6955","1.6955","0.30%"
"Sep 28, 1982","1.6905","1.6905","1.6905","1.6905","-0.31%"
"Sep 27, 1982","1.6958","1.6958","1.6958","1.6958","-0.74%"
"Sep 24, 1982","1.7085","1.7085","1.7085","1.7085","-0.12%"
"Sep 23, 1982","1.7105","1.7105","1.7105","1.7105","-0.64%"
"Sep 22, 1982","1.7215","1.7215","1.7215","1.7215","0.67%"
"Sep 21, 1982","1.7100","1.7100","1.7100","1.7100","-0.03%"
"Sep 20, 1982","1.7105","1.7105","1.7105","1.7105","-0.15%"
"Sep 17, 1982","1.7130","1.7130","1.7130","1.7130","0.32%"
"Sep 16, 1982","1.7075","1.7075","1.7075","1.7075","0.06%"
"Sep 15, 1982","1.7065","1.7065","1.7065","1.7065","-0.06%"
"Sep 14, 1982","1.7075","1.7075","1.7075","1.7075","0.13%"
"Sep 13, 1982","1.7053","1.7053","1.7053","1.7053","-0.42%"
"Sep 10, 1982","1.7125","1.7125","1.7125","1.7125","-0.90%"
"Sep 09, 1982","1.7280","1.7280","1.7280","1.7280","0.41%"
"Sep 08, 1982","1.7210","1.7210","1.7210","1.7210","-0.39%"
"Sep 07, 1982","1.7278","1.7278","1.7278","1.7278","-0.16%"
"Sep 03, 1982","1.7305","1.7305","1.7305","1.7305","-0.26%"
"Sep 02, 1982","1.7350","1.7350","1.7350","1.7350","0.84%"
"Sep 01, 1982","1.7205","1.7205","1.7205","1.7205","0.00%"
"Aug 31, 1982","1.7205","1.7205","1.7205","1.7205","0.70%"
"Aug 30, 1982","1.7085","1.7085","1.7085","1.7085","-1.58%"
"Aug 27, 1982","1.7360","1.7360","1.7360","1.7360","-1.36%"
"Aug 26, 1982","1.7600","1.7600","1.7600","1.7600","-0.03%"
"Aug 25, 1982","1.7605","1.7605","1.7605","1.7605","-0.40%"
"Aug 24, 1982","1.7675","1.7675","1.7675","1.7675","1.35%"
"Aug 23, 1982","1.7440","1.7440","1.7440","1.7440","0.14%"
"Aug 20, 1982","1.7415","1.7415","1.7415","1.7415","1.04%"
"Aug 19, 1982","1.7235","1.7235","1.7235","1.7235","-0.03%"
"Aug 18, 1982","1.7240","1.7240","1.7240","1.7240","1.00%"
"Aug 17, 1982","1.7070","1.7070","1.7070","1.7070","0.26%"
"Aug 16, 1982","1.7025","1.7025","1.7025","1.7025","0.03%"
"Aug 13, 1982","1.7020","1.7020","1.7020","1.7020","0.24%"
"Aug 12, 1982","1.6980","1.6980","1.6980","1.6980","0.00%"
"Aug 11, 1982","1.6980","1.6980","1.6980","1.6980","0.03%"
"Aug 10, 1982","1.6975","1.6975","1.6975","1.6975","-0.15%"
"Aug 09, 1982","1.7000","1.7000","1.7000","1.7000","-0.82%"
"Aug 06, 1982","1.7140","1.7140","1.7140","1.7140","-0.09%"
"Aug 05, 1982","1.7155","1.7155","1.7155","1.7155","-0.71%"
"Aug 04, 1982","1.7278","1.7278","1.7278","1.7278","-1.18%"
"Aug 03, 1982","1.7485","1.7485","1.7485","1.7485","-0.29%"
"Aug 02, 1982","1.7535","1.7535","1.7535","1.7535","0.89%"
"Jul 30, 1982","1.7380","1.7380","1.7380","1.7380","0.00%"
"Jul 29, 1982","1.7380","1.7380","1.7380","1.7380","-0.32%"
"Jul 28, 1982","1.7435","1.7435","1.7435","1.7435","-0.72%"
"Jul 27, 1982","1.7562","1.7562","1.7562","1.7562","-0.44%"
"Jul 26, 1982","1.7640","1.7640","1.7640","1.7640","-0.14%"
"Jul 23, 1982","1.7665","1.7665","1.7665","1.7665","1.09%"
"Jul 22, 1982","1.7475","1.7475","1.7475","1.7475","-0.48%"
"Jul 21, 1982","1.7560","1.7560","1.7560","1.7560","0.98%"
"Jul 20, 1982","1.7390","1.7390","1.7390","1.7390","0.23%"
"Jul 19, 1982","1.7350","1.7350","1.7350","1.7350","0.64%"
"Jul 16, 1982","1.7240","1.7240","1.7240","1.7240","0.15%"
"Jul 15, 1982","1.7215","1.7215","1.7215","1.7215","-0.09%"
"Jul 14, 1982","1.7230","1.7230","1.7230","1.7230","0.03%"
"Jul 13, 1982","1.7225","1.7225","1.7225","1.7225","-0.58%"
"Jul 12, 1982","1.7325","1.7325","1.7325","1.7325","0.46%"
"Jul 09, 1982","1.7245","1.7245","1.7245","1.7245","0.82%"
"Jul 08, 1982","1.7105","1.7105","1.7105","1.7105","0.00%"
"Jul 07, 1982","1.7105","1.7105","1.7105","1.7105","-0.77%"
"Jul 06, 1982","1.7238","1.7238","1.7238","1.7238","-0.42%"
"Jul 02, 1982","1.7310","1.7310","1.7310","1.7310","-0.23%"
"Jul 01, 1982","1.7350","1.7350","1.7350","1.7350","-0.03%"
"Jun 30, 1982","1.7355","1.7355","1.7355","1.7355","0.03%"
"Jun 29, 1982","1.7350","1.7350","1.7350","1.7350","0.96%"
"Jun 28, 1982","1.7185","1.7185","1.7185","1.7185","-0.03%"
"Jun 25, 1982","1.7190","1.7190","1.7190","1.7190","-0.81%"
"Jun 24, 1982","1.7330","1.7330","1.7330","1.7330","0.20%"
"Jun 23, 1982","1.7295","1.7295","1.7295","1.7295","-0.40%"
"Jun 22, 1982","1.7365","1.7365","1.7365","1.7365","0.55%"
"Jun 21, 1982","1.7270","1.7270","1.7270","1.7270","-0.66%"
"Jun 18, 1982","1.7385","1.7385","1.7385","1.7385","-0.26%"
"Jun 17, 1982","1.7430","1.7430","1.7430","1.7430","-0.29%"
"Jun 16, 1982","1.7480","1.7480","1.7480","1.7480","-0.75%"
"Jun 15, 1982","1.7612","1.7612","1.7612","1.7612","0.18%"
"Jun 14, 1982","1.7580","1.7580","1.7580","1.7580","-0.93%"
"Jun 11, 1982","1.7745","1.7745","1.7745","1.7745","0.60%"
"Jun 10, 1982","1.7640","1.7640","1.7640","1.7640","-0.59%"
"Jun 09, 1982","1.7745","1.7745","1.7745","1.7745","-0.42%"
"Jun 08, 1982","1.7820","1.7820","1.7820","1.7820","-0.45%"
"Jun 07, 1982","1.7900","1.7900","1.7900","1.7900","-0.28%"
"Jun 04, 1982","1.7950","1.7950","1.7950","1.7950","-0.07%"
"Jun 03, 1982","1.7962","1.7962","1.7962","1.7962","0.26%"
"Jun 02, 1982","1.7915","1.7915","1.7915","1.7915","0.22%"
"Jun 01, 1982","1.7875","1.7875","1.7875","1.7875","-0.20%"
"May 28, 1982","1.7910","1.7910","1.7910","1.7910","0.08%"
"May 27, 1982","1.7895","1.7895","1.7895","1.7895","-0.58%"
"May 26, 1982","1.8000","1.8000","1.8000","1.8000","-0.27%"
"May 25, 1982","1.8048","1.8048","1.8048","1.8048","0.02%"
"May 24, 1982","1.8045","1.8045","1.8045","1.8045","0.39%"
"May 21, 1982","1.7975","1.7975","1.7975","1.7975","1.01%"
"May 20, 1982","1.7795","1.7795","1.7795","1.7795","-0.95%"
"May 19, 1982","1.7965","1.7965","1.7965","1.7965","-0.94%"
"May 18, 1982","1.8135","1.8135","1.8135","1.8135","-0.17%"
"May 17, 1982","1.8165","1.8165","1.8165","1.8165","-0.38%"
"May 14, 1982","1.8235","1.8235","1.8235","1.8235","-0.03%"
"May 13, 1982","1.8240","1.8240","1.8240","1.8240","-0.71%"
"May 12, 1982","1.8370","1.8370","1.8370","1.8370","0.22%"
"May 11, 1982","1.8330","1.8330","1.8330","1.8330","-0.16%"
"May 10, 1982","1.8360","1.8360","1.8360","1.8360","0.54%"
"May 07, 1982","1.8262","1.8262","1.8262","1.8262","0.29%"
"May 06, 1982","1.8210","1.8210","1.8210","1.8210","0.89%"
"May 05, 1982","1.8050","1.8050","1.8050","1.8050","0.59%"
"May 04, 1982","1.7945","1.7945","1.7945","1.7945","-1.05%"
"May 03, 1982","1.8135","1.8135","1.8135","1.8135","1.06%"
"Apr 30, 1982","1.7945","1.7945","1.7945","1.7945","0.03%"
"Apr 29, 1982","1.7940","1.7940","1.7940","1.7940","0.48%"
"Apr 28, 1982","1.7855","1.7855","1.7855","1.7855","0.62%"
"Apr 27, 1982","1.7745","1.7745","1.7745","1.7745","-0.17%"
"Apr 26, 1982","1.7775","1.7775","1.7775","1.7775","0.31%"
"Apr 23, 1982","1.7720","1.7720","1.7720","1.7720","-0.31%"
"Apr 22, 1982","1.7775","1.7775","1.7775","1.7775","0.03%"
"Apr 21, 1982","1.7770","1.7770","1.7770","1.7770","0.37%"
"Apr 20, 1982","1.7705","1.7705","1.7705","1.7705","-0.14%"
"Apr 19, 1982","1.7730","1.7730","1.7730","1.7730","0.74%"
"Apr 16, 1982","1.7600","1.7600","1.7600","1.7600","0.01%"
"Apr 15, 1982","1.7598","1.7598","1.7598","1.7598","-0.01%"
"Apr 14, 1982","1.7600","1.7600","1.7600","1.7600","-0.51%"
"Apr 13, 1982","1.7690","1.7690","1.7690","1.7690","0.06%"
"Apr 12, 1982","1.7680","1.7680","1.7680","1.7680","0.80%"
"Apr 09, 1982","1.7540","1.7540","1.7540","1.7540","0.06%"
"Apr 08, 1982","1.7530","1.7530","1.7530","1.7530","-0.57%"
"Apr 07, 1982","1.7630","1.7630","1.7630","1.7630","0.71%"
"Apr 06, 1982","1.7505","1.7505","1.7505","1.7505","-1.22%"
"Apr 05, 1982","1.7722","1.7722","1.7722","1.7722","-0.86%"
"Apr 02, 1982","1.7875","1.7875","1.7875","1.7875","-0.14%"
"Apr 01, 1982","1.7900","1.7900","1.7900","1.7900","0.51%"
"Mar 31, 1982","1.7810","1.7810","1.7810","1.7810","-0.14%"
"Mar 30, 1982","1.7835","1.7835","1.7835","1.7835","0.34%"
"Mar 29, 1982","1.7775","1.7775","1.7775","1.7775","-0.70%"
"Mar 26, 1982","1.7900","1.7900","1.7900","1.7900","-0.31%"
"Mar 25, 1982","1.7955","1.7955","1.7955","1.7955","-0.50%"
"Mar 24, 1982","1.8045","1.8045","1.8045","1.8045","0.14%"
"Mar 23, 1982","1.8020","1.8020","1.8020","1.8020","0.23%"
"Mar 22, 1982","1.7978","1.7978","1.7978","1.7978","-0.07%"
"Mar 19, 1982","1.7990","1.7990","1.7990","1.7990","-0.58%"
"Mar 18, 1982","1.8095","1.8095","1.8095","1.8095","0.02%"
"Mar 17, 1982","1.8092","1.8092","1.8092","1.8092","0.40%"
"Mar 16, 1982","1.8020","1.8020","1.8020","1.8020","-0.28%"
"Mar 15, 1982","1.8070","1.8070","1.8070","1.8070","0.53%"
"Mar 12, 1982","1.7975","1.7975","1.7975","1.7975","-0.42%"
"Mar 11, 1982","1.8050","1.8050","1.8050","1.8050","-0.28%"
"Mar 10, 1982","1.8100","1.8100","1.8100","1.8100","0.36%"
"Mar 09, 1982","1.8035","1.8035","1.8035","1.8035","-1.18%"
"Mar 08, 1982","1.8250","1.8250","1.8250","1.8250","-0.68%"
"Mar 05, 1982","1.8375","1.8375","1.8375","1.8375","0.55%"
"Mar 04, 1982","1.8275","1.8275","1.8275","1.8275","0.25%"
"Mar 03, 1982","1.8230","1.8230","1.8230","1.8230","0.58%"
"Mar 02, 1982","1.8125","1.8125","1.8125","1.8125","-0.51%"
"Mar 01, 1982","1.8217","1.8217","1.8217","1.8217","0.09%"
"Feb 26, 1982","1.8200","1.8200","1.8200","1.8200","-0.69%"
"Feb 25, 1982","1.8327","1.8327","1.8327","1.8327","0.17%"
"Feb 24, 1982","1.8295","1.8295","1.8295","1.8295","-0.08%"
"Feb 23, 1982","1.8310","1.8310","1.8310","1.8310","-0.89%"
"Feb 22, 1982","1.8475","1.8475","1.8475","1.8475","-0.27%"
"Feb 19, 1982","1.8525","1.8525","1.8525","1.8525","0.05%"
"Feb 18, 1982","1.8515","1.8515","1.8515","1.8515","0.87%"
"Feb 17, 1982","1.8355","1.8355","1.8355","1.8355","0.18%"
"Feb 16, 1982","1.8322","1.8322","1.8322","1.8322","-0.91%"
"Feb 11, 1982","1.8490","1.8490","1.8490","1.8490","0.08%"
"Feb 10, 1982","1.8475","1.8475","1.8475","1.8475","0.30%"
"Feb 09, 1982","1.8420","1.8420","1.8420","1.8420","-1.10%"
"Feb 08, 1982","1.8625","1.8625","1.8625","1.8625","0.11%"
"Feb 05, 1982","1.8605","1.8605","1.8605","1.8605","-0.51%"
"Feb 04, 1982","1.8700","1.8700","1.8700","1.8700","0.62%"
"Feb 03, 1982","1.8585","1.8585","1.8585","1.8585","-0.21%"
"Feb 02, 1982","1.8625","1.8625","1.8625","1.8625","0.11%"
"Feb 01, 1982","1.8605","1.8605","1.8605","1.8605","-0.75%"
"Jan 29, 1982","1.8745","1.8745","1.8745","1.8745","0.00%"
"Jan 28, 1982","1.8745","1.8745","1.8745","1.8745","0.46%"
"Jan 27, 1982","1.8660","1.8660","1.8660","1.8660","-0.24%"
"Jan 26, 1982","1.8705","1.8705","1.8705","1.8705","0.86%"
"Jan 25, 1982","1.8545","1.8545","1.8545","1.8545","-0.86%"
"Jan 22, 1982","1.8705","1.8705","1.8705","1.8705","-0.51%"
"Jan 21, 1982","1.8800","1.8800","1.8800","1.8800","-0.17%"
"Jan 20, 1982","1.8832","1.8832","1.8832","1.8832","-0.57%"
"Jan 19, 1982","1.8940","1.8940","1.8940","1.8940","0.56%"
"Jan 18, 1982","1.8835","1.8835","1.8835","1.8835","0.72%"
"Jan 15, 1982","1.8700","1.8700","1.8700","1.8700","0.35%"
"Jan 14, 1982","1.8635","1.8635","1.8635","1.8635","-0.24%"
"Jan 13, 1982","1.8680","1.8680","1.8680","1.8680","-0.27%"
"Jan 12, 1982","1.8730","1.8730","1.8730","1.8730","-0.74%"
"Jan 11, 1982","1.8870","1.8870","1.8870","1.8870","-1.72%"
"Jan 08, 1982","1.9200","1.9200","1.9200","1.9200","0.00%"
"Jan 07, 1982","1.9200","1.9200","1.9200","1.9200","-0.28%"
"Jan 06, 1982","1.9253","1.9253","1.9253","1.9253","0.70%"
"Jan 05, 1982","1.9120","1.9120","1.9120","1.9120","-0.73%"
"Jan 04, 1982","1.9260","1.9260","1.9260","1.9260","0.79%"
"Dec 31, 1981","1.9109","1.9109","1.9109","1.9109","0.38%"
"Dec 30, 1981","1.9037","1.9037","1.9037","1.9037","0.75%"
"Dec 29, 1981","1.8896","1.8896","1.8896","1.8896","-0.02%"
"Dec 24, 1981","1.8900","1.8900","1.8900","1.8900","-0.11%"
"Dec 23, 1981","1.8921","1.8921","1.8921","1.8921","0.28%"
"Dec 22, 1981","1.8868","1.8868","1.8868","1.8868","0.34%"
"Dec 21, 1981","1.8804","1.8804","1.8804","1.8804","0.34%"
"Dec 18, 1981","1.8741","1.8741","1.8741","1.8741","-0.60%"
"Dec 17, 1981","1.8854","1.8854","1.8854","1.8854","-0.32%"
"Dec 16, 1981","1.8914","1.8914","1.8914","1.8914","0.36%"
"Dec 15, 1981","1.8847","1.8847","1.8847","1.8847","1.38%"
"Dec 14, 1981","1.8591","1.8591","1.8591","1.8591","-1.21%"
"Dec 11, 1981","1.8818","1.8818","1.8818","1.8818","-0.72%"
"Dec 10, 1981","1.8954","1.8954","1.8954","1.8954","-1.46%"
"Dec 09, 1981","1.9234","1.9234","1.9234","1.9234","-0.37%"
"Dec 08, 1981","1.9305","1.9305","1.9305","1.9305","-0.89%"
"Dec 07, 1981","1.9478","1.9478","1.9478","1.9478","-0.19%"
"Dec 04, 1981","1.9516","1.9516","1.9516","1.9516","0.88%"
"Dec 03, 1981","1.9346","1.9346","1.9346","1.9346","-0.75%"
"Dec 02, 1981","1.9493","1.9493","1.9493","1.9493","0.13%"
"Dec 01, 1981","1.9467","1.9467","1.9467","1.9467","-0.68%"
"Nov 30, 1981","1.9600","1.9600","1.9600","1.9600","0.24%"
"Nov 27, 1981","1.9554","1.9554","1.9554","1.9554","0.96%"
"Nov 26, 1981","1.9369","1.9369","1.9369","1.9369","0.02%"
"Nov 25, 1981","1.9365","1.9365","1.9365","1.9365","1.26%"
"Nov 24, 1981","1.9124","1.9124","1.9124","1.9124","-0.11%"
"Nov 23, 1981","1.9146","1.9146","1.9146","1.9146","0.42%"
"Nov 20, 1981","1.9066","1.9066","1.9066","1.9066","-0.28%"
"Nov 19, 1981","1.9120","1.9120","1.9120","1.9120","0.55%"
"Nov 18, 1981","1.9015","1.9015","1.9015","1.9015","0.36%"
"Nov 17, 1981","1.8947","1.8947","1.8947","1.8947","-1.42%"
"Nov 16, 1981","1.9220","1.9220","1.9220","1.9220","0.50%"
"Nov 13, 1981","1.9124","1.9124","1.9124","1.9124","1.03%"
"Nov 12, 1981","1.8929","1.8929","1.8929","1.8929","0.48%"
"Nov 11, 1981","1.8839","1.8839","1.8839","1.8839","0.52%"
"Nov 10, 1981","1.8741","1.8741","1.8741","1.8741","-0.90%"
"Nov 09, 1981","1.8911","1.8911","1.8911","1.8911","0.79%"
"Nov 06, 1981","1.8762","1.8762","1.8762","1.8762","-0.21%"
"Nov 05, 1981","1.8801","1.8801","1.8801","1.8801","0.17%"
"Nov 04, 1981","1.8769","1.8769","1.8769","1.8769","0.28%"
"Nov 03, 1981","1.8716","1.8716","1.8716","1.8716","0.11%"
"Nov 02, 1981","1.8695","1.8695","1.8695","1.8695","1.31%"
"Oct 30, 1981","1.8454","1.8454","1.8454","1.8454","0.59%"
"Oct 29, 1981","1.8345","1.8345","1.8345","1.8345","0.81%"
"Oct 28, 1981","1.8198","1.8198","1.8198","1.8198","0.33%"
"Oct 27, 1981","1.8139","1.8139","1.8139","1.8139","0.44%"
"Oct 26, 1981","1.8060","1.8060","1.8060","1.8060","-0.91%"
"Oct 23, 1981","1.8225","1.8225","1.8225","1.8225","0.60%"
"Oct 22, 1981","1.8116","1.8116","1.8116","1.8116","-0.35%"
"Oct 21, 1981","1.8179","1.8179","1.8179","1.8179","-0.56%"
"Oct 20, 1981","1.8282","1.8282","1.8282","1.8282","-0.80%"
"Oct 19, 1981","1.8430","1.8430","1.8430","1.8430","0.89%"
"Oct 16, 1981","1.8268","1.8268","1.8268","1.8268","-1.75%"
"Oct 15, 1981","1.8594","1.8594","1.8594","1.8594","0.11%"
"Oct 14, 1981","1.8574","1.8574","1.8574","1.8574","-0.30%"
"Oct 13, 1981","1.8629","1.8629","1.8629","1.8629","-1.04%"
"Oct 12, 1981","1.8825","1.8825","1.8825","1.8825","-0.94%"
"Oct 09, 1981","1.9004","1.9004","1.9004","1.9004","0.36%"
"Oct 08, 1981","1.8936","1.8936","1.8936","1.8936","1.70%"
"Oct 07, 1981","1.8619","1.8619","1.8619","1.8619","1.03%"
"Oct 06, 1981","1.8430","1.8430","1.8430","1.8430","-0.44%"
"Oct 05, 1981","1.8512","1.8512","1.8512","1.8512","1.42%"
"Oct 02, 1981","1.8252","1.8252","1.8252","1.8252","-0.34%"
"Oct 01, 1981","1.8315","1.8315","1.8315","1.8315","1.15%"